Hit,Protein1,Protein2,E,Score,Organism
13484,B7KHY7,Q3MFC1,3.1e-100,339.0,Trichormus variabilis ATCC 29413
13485,B7KHY7,Q8YPH9,2.3e-99,336.1,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13486,B7KHY7,B2ITQ5,1.9999999999999998e-97,329.9,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13487,B7KHY7,B8HMQ4,1e-96,327.5,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
13488,B7KHY7,O24689,8.099999999999999e-95,321.3,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13489,B7KHY7,Q31L07,8.099999999999999e-95,321.3,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13490,A3PAS2,A2BNZ9,2.3e-87,294.4,Prochlorococcus marinus (strain AS9601)
13491,A3PAS2,A8G2L1,2.3e-87,294.4,Prochlorococcus marinus (strain MIT 9215)
13492,A3PAS2,A2BUI1,2.1e-85,288.1,Prochlorococcus marinus str. MIT 9515
13493,A3PAS2,Q7V381,4.3e-85,287.1,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)
13494,A3PAS2,A5GPD5,4e-83,280.7,Synechococcus sp. (strain WH7803)
13495,A3PAS2,A5GWK2,6.2e-82,276.8,Synechococcus sp. (strain RCC307)
13496,A3PAS2,Q3AGS9,2.9e-81,274.7,Synechococcus sp. CC9605
13497,A3PAS2,Q7U3T6,3.9e-81,274.3,Synechococcus sp. (strain WH8102)
13498,A3PAS2,Q31QK3,8.999999999999999e-71,240.8,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13499,A3PAS2,Q5N3N9,3.2e-70,239.0,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13500,P49477,A0T0W4,2.7e-51,175.8,Thalassiosira pseudonana
13501,P49477,O96804,2.7e-51,175.8,Skeletonema costatum
13502,P49477,A0T0L2,7e-51,174.5,Phaeodactylum tricornutum (strain CCAP 1055/1)
13503,P49477,B0CB42,7.4e-50,171.2,Acaryochloris marina (strain MBIC 11017)
13504,P49477,B8HRC2,7.4e-50,171.2,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
13505,P49477,P0A417,1.8e-49,170.0,Thermosynechococcus vulcanus
13506,P49477,P0A416,1.8e-49,170.0,Synechococcus elongatus
13507,P49477,P0A415,1.8e-49,170.0,Thermosynechococcus elongatus (strain BP-1)
13508,P49477,P0A414,5.5e-49,168.4,Nostoc sp. (strain PCC 9229)
13509,P49477,P0A412,5.5e-49,168.4,Microchaete diplosiphon
13510,P49477,B2J393,5.5e-49,168.4,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13511,P49477,P0A413,5.5e-49,168.4,Nostoc sp. (strain PCC 8009)
13512,P49477,P0A410,8.3e-49,167.8,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13513,P49477,P0A411,8.3e-49,167.8,Trichormus variabilis ATCC 29413
13514,P49477,O07112,9.4e-49,167.7,Mastigocladus laminosus
13515,P49477,P31087,1.4e-48,167.2,Synechococcus sp. PCC 7002
13516,P49477,Q119B1,1.4e-48,167.2,Trichodesmium erythraeum (strain IMS101)
13517,P49477,Q8M9U0,1.6000000000000002e-48,166.9,Chaetosphaeridium globosum
13518,Q9MUV1,Q3MF93,1.1e-58,201.5,Trichormus variabilis ATCC 29413
13519,Q9MUV1,Q8YPK7,1.1e-58,201.5,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13520,Q9MUV1,Q8DMK7,4.5000000000000003e-57,196.4,Thermosynechococcus elongatus (strain BP-1)
13521,Q9MUV1,B2ITM7,3.1e-56,193.7,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13522,Q9MUV1,B8HNG6,4.1e-56,193.3,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
13523,Q9MUV1,B0C426,5.2e-56,192.9,Acaryochloris marina (strain MBIC 11017)
13524,Q9MUV1,Q1XDJ7,5.6e-54,186.4,Pyropia yezoensis
13525,Q9MUV1,B1WQT9,7.6e-54,185.9,Crocosphaera subtropica (strain ATCC 51142 / BH68)
13526,Q9MUV1,Q6B8X6,8.4e-54,185.8,Gracilaria tenuistipitata var. liui
13527,Q9MUV1,P51291,1.4999999999999999e-53,185.0,Porphyra purpurea
13528,P12189,Q6ENF9,3.8e-21,77.4,Oryza nivara
13529,P12189,P0C415,3.8e-21,77.4,Oryza sativa subsp. indica
13530,P12189,P19053,2.4e-20,75.0,Secale cereale
13531,Q7Q323,Q178M1,7.6e-223,744.0,Aedes aegypti
13532,Q7Q323,B3MDA3,5.9e-191,639.1,Drosophila ananassae
13533,Q7Q323,B4P5U9,1.2e-188,631.5,Drosophila yakuba
13534,Q7Q323,B4HTA1,1.3e-188,631.3,Drosophila sechellia
13535,Q7Q323,B4LM90,5.9e-187,625.9,Drosophila virilis
13536,Q7Q323,C3ZBT0,8.3e-172,576.1,Branchiostoma floridae
13537,Q7Q323,P70054,7.299999999999999e-169,566.4,Xenopus laevis
13538,Q7Q323,B1H158,1.8e-167,561.8,Xenopus tropicalis
13539,Q7Q323,P70040,3.0000000000000002e-167,561.1,Xenopus laevis
13540,P42079,Q5MZ22,0.0,1415.1,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13541,P42079,Q3M5C9,0.0,1209.1,Trichormus variabilis ATCC 29413
13542,P42079,B2J199,0.0,1207.3,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13543,P42079,B0C2D1,0.0,1207.0,Acaryochloris marina (strain MBIC 11017)
13544,P42079,P22704,0.0,1206.5,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13545,P42079,B8HTV9,0.0,1199.2,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
13546,P42079,Q8DL56,0.0,1195.6,Thermosynechococcus elongatus (strain BP-1)
13547,P42079,P74177,0.0,1179.4,Synechocystis sp. (strain PCC 6803 / Kazusa)
13548,P42079,Q55085,0.0,1179.2,Synechococcus sp. PCC 7002
13549,P42079,Q2JQT5,0.0,1134.3,Synechococcus sp. (strain JA-3-3Ab)
13550,Q7M9W1,A7ZF37,4.9e-28,101.0,Campylobacter concisus (strain 13826)
13551,Q7M9W1,B0K9X7,2.2e-26,95.8,Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E)
13552,Q7M9W1,Q8R9W1,3e-26,95.4,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4)
13553,P12154,Q20EW6,0.0,1683.3,Oltmannsiellopsis viridis
13554,P12154,P56341,0.0,1658.2,Chlorella vulgaris
13555,P12154,Q3ZJ07,0.0,1655.1,Tupiella akineta
13556,P12154,Q9TKW2,0.0,1651.2,Nephroselmis olivacea
13557,P12154,P06406,0.0,1594.3,Marchantia polymorpha
13558,P12154,Q8MFA3,0.0,1591.6,Physcomitrium patens
13559,P49463,A0T0X1,9.000000000000001e-292,973.4,Thalassiosira pseudonana
13560,P49463,Q6B8V2,1.4999999999999998e-264,883.6,Gracilaria tenuistipitata var. liui
13561,P49463,P29215,3.7e-257,859.2,Guillardia theta
13562,P49463,Q4G366,6.8e-257,858.3,Emiliania huxleyi
13563,P49463,Q8DI58,1.5e-256,857.2,Thermosynechococcus elongatus (strain BP-1)
13564,P49463,Q1XDH2,2.3e-256,856.5,Pyropia yezoensis
13565,P49463,Q06W39,2.9e-256,856.2,Neoporphyra haitanensis
13566,P49463,P69377,2.4e-255,853.2,Porphyra umbilicalis
13567,P49463,P69376,2.4e-255,853.2,Porphyra purpurea
13568,P49463,Q9TLT1,1.2e-253,847.6,Cyanidium caldarium
13569,P49463,Q85FW4,1.5e-251,840.7,Cyanidioschyzon merolae (strain 10D)
13570,P49463,Q46I76,4.9e-251,839.0,Prochlorococcus marinus (strain NATL2A)
13571,P49463,P22358,1.1e-250,837.8,Synechocystis sp. (strain PCC 6803 / Kazusa)
13572,P49463,A2BZ91,2.7999999999999997e-250,836.5,Prochlorococcus marinus str. MIT 9515
13573,P49463,Q7UZG3,4.2e-250,835.9,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)
13574,P49463,Q7U3C4,7e-249,831.8,Synechococcus sp. (strain WH8102)
13575,P49463,Q7V3T5,1.5e-248,830.7,Prochlorococcus marinus (strain MIT 9313)
13576,B0WAU6,B4IUG3,3.4e-197,659.8,Drosophila yakuba
13577,B0WAU6,B3NIL9,1.7e-194,651.0,Drosophila erecta
13578,B0WAU6,Q6GQ48,2.8e-163,548.2,Xenopus laevis
13579,P0A386,P0A387,7.2e-110,368.9,Thermosynechococcus vulcanus
13580,P0A386,Q5N095,1.5e-70,241.1,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13581,P0A386,Q31LM9,1.5e-70,241.1,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13582,P0A386,Q3M9H7,1.6999999999999998e-69,237.7,Trichormus variabilis ATCC 29413
13583,P0A386,B2IVD8,1.1e-66,228.5,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13584,P0A386,Q8WKF2,4.2e-61,210.3,Pyropia yezoensis
13585,P0A386,P51199,8.2e-61,209.4,Porphyra purpurea
13586,P0A386,P48263,8.4e-59,202.8,Cyanophora paradoxa
13587,P0A386,A0T0C6,9e-59,202.8,Phaeodactylum tricornutum (strain CCAP 1055/1)
13588,P0A386,Q6B942,5.4e-56,193.7,Gracilaria tenuistipitata var. liui
13589,P0A386,P49510,2.3e-54,188.4,Trieres chinensis
13590,P49525,A6MVX9,9.6e-76,258.8,Rhodomonas salina
13591,P49525,P51258,1.9000000000000002e-74,254.6,Porphyra purpurea
13592,P49525,Q1XDM9,2.6e-74,254.1,Pyropia yezoensis
13593,P49525,O78490,2.6e-73,250.9,Guillardia theta
13594,P49525,Q4G394,6.7e-73,249.5,Emiliania huxleyi
13595,P49525,Q6B8S3,2.1e-71,244.6,Gracilaria tenuistipitata var. liui
13596,P49525,P56311,2.6e-67,231.3,Chlorella vulgaris
13597,P49525,P48191,4.3e-67,230.6,Cyanophora paradoxa
13598,P49525,Q8DIQ6,4.6e-66,227.3,Thermosynechococcus elongatus (strain BP-1)
13599,P49525,B8HU23,2.2e-65,225.0,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
13600,P49525,B7KKZ8,2.500000000000001e-65,224.9,Gloeothece citriformis (strain PCC 7424)
13601,P49525,A6YG60,3.6000000000000002e-65,224.4,Pleurastrum terricola
13602,P49525,Q06SJ8,1.9e-64,222.0,Stigeoclonium helveticum
13603,P49525,Q1KVR8,1.9e-64,222.0,Tetradesmus obliquus
13604,P49525,Q9TL02,1.3e-63,219.4,Nephroselmis olivacea
13605,B0JTL3,A2ZLC1,9.4e-159,531.0,Oryza sativa subsp. indica
13606,B0JTL3,Q2QP54,9.4e-159,531.0,Oryza sativa subsp. japonica
13607,B0JTL3,Q9SZD6,4.1e-155,519.1,Arabidopsis thaliana
13608,B0JTL3,A8J637,2.2e-152,510.2,Chlamydomonas reinhardtii
13609,B0JTL3,B2J6U8,1.7e-112,379.7,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13610,B0JTL3,Q8YMY3,7.000000000000003e-112,377.7,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13611,B0JTL3,Q3MBF4,1.8e-111,376.4,Trichormus variabilis ATCC 29413
13612,B0JTL3,B1XQQ0,7.000000000000003e-110,371.2,Synechococcus sp. PCC 7002
13613,B0JTL3,Q31K58,2.5e-109,369.4,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13614,B0JTL3,Q5N1Q1,2.5e-109,369.4,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13615,B0JTL3,Q7VCB5,5.6e-98,332.2,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)
13616,Q7XY82,C0HJG3,1.2e-48,169.7,Pyropia yezoensis
13617,Q7XY82,Q9ZQS5,4.4e-42,148.4,Cyanidium caldarium
13618,Q7XY82,Q84XB6,2.9e-41,145.7,Phaeodactylum tricornutum
13619,Q7XY82,Q00GL7,2.8e-30,110.1,Karenia brevis
13620,Q7XY82,Q8YXJ7,1.3e-19,75.5,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13621,Q7XY82,Q3MFH7,7.4e-19,73.1,Trichormus variabilis ATCC 29413
13622,Q7XY82,P20094,9.9e-19,72.6,Phormidium laminosum
13623,Q7XY82,A5GNW4,1e-17,69.4,Synechococcus sp. (strain WH7803)
13624,Q7XY82,Q9F1L5,4.8e-17,67.2,Thermosynechococcus elongatus (strain BP-1)
13625,Q7XY82,P56152,7.3e-17,66.6,Thermosynechococcus vulcanus
13626,Q7XY82,Q0I738,2.2e-16,65.0,Synechococcus sp. (strain CC9311)
13627,Q7XY82,Q5MZW7,5.1e-16,63.8,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13628,Q7XY82,B0JNP1,1.6e-15,62.2,Microcystis aeruginosa (strain NIES-843)
13629,Q7XY82,A2C664,1.7e-15,62.1,Prochlorococcus marinus str. MIT 9303
13630,Q7XY82,A5GQP8,1.5e-14,59.0,Synechococcus sp. (strain RCC307)
13631,Q7XY82,Q3AH66,5.4e-14,57.3,Synechococcus sp. CC9605
13632,P51212,Q1XDS5,4.5e-243,810.3,Pyropia yezoensis
13633,P51212,O98733,6.8e-235,783.4,Palmaria palmata
13634,P51212,Q6B929,8.099999999999999e-235,783.1,Gracilaria tenuistipitata var. liui
13635,P51212,A6MVT2,5.999999999999997e-231,770.4,Rhodomonas salina
13636,P51212,O78446,1.7e-230,768.9,Guillardia theta
13637,P51212,A0T0G9,1.4999999999999998e-226,755.9,Phaeodactylum tricornutum (strain CCAP 1055/1)
13638,P51212,P49460,7.1e-225,750.4,Trieres chinensis
13639,P51212,A0T0W2,3.9e-224,748.0,Thalassiosira pseudonana
13640,P51212,Q3MAB1,4.8e-224,747.7,Trichormus variabilis ATCC 29413
13641,P51212,P31694,3.6e-223,744.8,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13642,P51212,P48265,4.4e-223,744.5,Bumilleriopsis filiformis
13643,P51212,P04997,1.2e-222,743.0,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13644,P51212,Q5N5R2,1.2e-222,743.0,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13645,P51212,Q4G3F2,4.5999999999999996e-222,741.1,Emiliania huxleyi
13646,A0A4Y1YQ38,P08976,1.1e-26,98.7,Euglena gracilis
13647,A0A4Y1YQ38,Q39709,2.8e-17,68.0,Isochrysis galbana
13648,A0A4Y1YQ38,P93664,5.9e-15,60.4,Chlamydomonas reinhardtii
13649,A0A4Y1YQ38,P0DO19,2.3e-14,58.5,Chlamydomonas reinhardtii
13650,A0A4Y1YQ38,Q40296,8.1e-13,53.4,Macrocystis pyrifera
13651,A0A4Y1YQ38,Q42395,7.8e-12,50.2,Trieres chinensis
13652,A0A4Y1YQ38,Q03965,9.7e-12,49.9,Chlamydomonas moewusii
13653,A0A4Y1YQ38,Q40300,1.9e-10,45.7,Macrocystis pyrifera
13654,A0A4Y1YQ38,Q08586,4.1e-10,44.6,Phaeodactylum tricornutum
13655,A0A4Y1YQ38,Q08587,4.2e-10,44.6,Phaeodactylum tricornutum
13656,A0A4Y1YQ38,Q40299,7.1e-10,43.8,Macrocystis pyrifera
13657,P08516,A2A974,2.2e-280,935.6,Mus musculus
13658,P08516,Q91WL5,6.1e-280,934.1,Mus musculus
13659,P08516,Q02928,8.000000000000001e-277,923.8,Homo sapiens
13660,P08516,P14579,2.2e-272,909.2,Oryctolagus cuniculus
13661,P08516,P10611,2.5000000000000003e-270,902.4,Oryctolagus cuniculus
13662,P08516,P14581,7.4e-270,900.9,Oryctolagus cuniculus
13663,P08516,P20817,2.2e-261,872.9,Rattus norvegicus
13664,P08516,P20816,8.500000000000001e-258,861.1,Rattus norvegicus
13665,P08516,Q8SPK0,9.000000000000001e-250,834.6,Sus scrofa
13666,Q32LG3,P00346,2.6e-219,731.8,Sus scrofa
13667,Q32LG3,P08249,4e-215,718.0,Mus musculus
13668,Q32LG3,P04636,4.6e-215,717.8,Rattus norvegicus
13669,Q32LG3,P40926,1.4e-212,709.7,Homo sapiens
13670,Q32LG3,Q5NVR2,2.2e-212,709.0,Pongo abelii
13671,Q32LG3,P83373,6.8e-124,418.3,Fragaria ananassa
13672,Q32LG3,P17783,5.5e-121,408.7,Citrullus lanatus
13673,Q32LG3,Q9ZP06,1.6e-120,407.2,Arabidopsis thaliana
13674,Q32LG3,Q9LKA3,1.1000000000000001e-118,401.1,Arabidopsis thaliana
13675,Q32LG3,P46487,7.1e-117,395.2,Eucalyptus gunnii
13676,Q1XDH7,P51311,3.4e-181,606.2,Porphyra purpurea
13677,Q1XDH7,Q6B8V6,1.6e-142,479.2,Gracilaria tenuistipitata var. liui
13678,Q1XDH7,A6MW04,9.5e-138,463.6,Rhodomonas salina
13679,Q1XDH7,O46897,3.6e-134,451.9,Guillardia theta
13680,Q1XDH7,A0T0X5,1.9e-133,449.5,Thalassiosira pseudonana
13681,Q1XDH7,P49545,8.9e-131,440.7,Trieres chinensis
13682,Q1XDH7,A5GVW3,2.1e-129,436.2,Synechococcus sp. (strain RCC307)
13683,Q1XDH7,A2C4Z6,8.299999999999999e-129,434.3,Prochlorococcus marinus (strain NATL1A)
13684,Q1XDH7,Q46IR2,8.299999999999999e-129,434.3,Prochlorococcus marinus (strain NATL2A)
13685,Q1XDH7,Q7V9W5,6.5e-128,431.3,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)
13686,Q1XDH7,A0T0I1,1.1e-126,427.3,Phaeodactylum tricornutum (strain CCAP 1055/1)
13687,Q1XDH7,A5GIU2,1.4e-126,427.0,Synechococcus sp. (strain WH7803)
13688,Q85G21,O78418,3.6e-45,157.1,Guillardia theta
13689,Q85G21,Q1XDE0,2.1e-43,151.4,Pyropia yezoensis
13690,Q85G21,P51347,2.1e-43,151.4,Porphyra purpurea
13691,Q85G21,Q8YYP5,1.6e-42,148.6,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13692,Q85G21,Q8DLJ8,1.9e-42,148.4,Thermosynechococcus elongatus (strain BP-1)
13693,Q85G21,B2J5G7,8.1e-42,146.4,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13694,Q85G21,P49508,1.1e-41,145.9,Trieres chinensis
13695,Q85G21,A0T0H5,1.1999999999999999e-41,145.8,Phaeodactylum tricornutum (strain CCAP 1055/1)
13696,Q85G21,A0T0W9,3.2999999999999997e-41,144.4,Thalassiosira pseudonana
13697,Q85G21,Q5MZB9,1e-40,142.8,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13698,Q85G21,Q31ML0,1e-40,142.8,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13699,Q85G21,B0CE32,1.4999999999999998e-39,139.1,Acaryochloris marina (strain MBIC 11017)
13700,Q85G21,P48264,1e-38,136.4,Cyanophora paradoxa
13701,P18289,P27921,2.5e-35,127.3,Gallus gallus
13702,P18289,P15066,2.6e-35,127.3,Mus musculus
13703,P18289,P52909,4.5e-35,126.5,Rattus norvegicus
13704,P18289,P17535,1.3e-34,125.0,Homo sapiens
13705,P18289,A7YY54,6.7e-34,122.6,Bos taurus
13706,Q7S8C4,Q4X0Z7,0.0,1582.4,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
13707,Q7S8C4,A2QCJ2,0.0,1578.5,Aspergillus niger (strain CBS 513.88 / FGSC A1513)
13708,Q7S8C4,Q5AZT7,0.0,1566.7,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)
13709,Q7S8C4,Q59HJ6,7.4e-273,913.4,Bos taurus
13710,Q7S8C4,P36776,4.8000000000000005e-272,910.7,Homo sapiens
13711,Q7S8C4,Q8CGK3,2.5000000000000003e-270,905.1,Mus musculus
13712,Q7S8C4,Q00WL5,1.7e-257,862.6,Ostreococcus tauri
13713,Q7S8C4,A4S6Y4,1.7e-257,862.6,Ostreococcus lucimarinus (strain CCE9901)
13714,Q7S8C4,Q7KUT2,1.9e-254,852.5,Drosophila melanogaster
13715,B1XJT6,B7KHZ0,3e-152,510.9,Gloeothece citriformis (strain PCC 7424)
13716,B1XJT6,A5GVW3,2e-141,475.3,Synechococcus sp. (strain RCC307)
13717,B1XJT6,Q0ID08,1.3e-137,462.9,Synechococcus sp. (strain CC9311)
13718,B1XJT6,Q3AUW0,1.9e-137,462.3,Synechococcus sp. CC9902
13719,Q3M859,Q8YRC9,0.0,1412.6,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13720,Q3M859,Q112X4,7.5e-137,462.5,Trichodesmium erythraeum (strain IMS101)
13721,Q3M859,Q31QR1,7.9e-136,459.1,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13722,Q3M859,Q5N3I3,1e-135,458.7,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13723,Q3M859,B0C390,5.8e-134,452.9,Acaryochloris marina (strain MBIC 11017)
13724,Q3M859,A2BZ50,4.2e-108,367.5,Prochlorococcus marinus str. MIT 9515
13725,Q3M859,A2BTP5,1.7e-107,365.5,Prochlorococcus marinus (strain AS9601)
13726,A0T0R3,A0T0D5,5.1e-33,116.2,Phaeodactylum tricornutum (strain CCAP 1055/1)
13727,A0T0R3,P49565,3e-32,113.8,Trieres chinensis
13728,A0T0R3,Q3AJZ0,1.8e-29,105.1,Synechococcus sp. CC9605
13729,A0T0R3,Q2JL27,3.5e-29,104.2,Synechococcus sp. (strain JA-2-3B'a(2-13))
13730,A0T0R3,B1X3H9,9.999999999999999e-29,102.7,Paulinella chromatophora
13731,A0T0R3,A5GTB8,2.2000000000000004e-28,101.6,Synechococcus sp. (strain RCC307)
13732,A0T0R3,Q7U6W0,2.8e-28,101.3,Synechococcus sp. (strain WH8102)
13733,A0T0R3,B2J0D4,2.8e-28,101.3,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13734,A0T0R3,Q31P67,2.9e-28,101.3,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13735,A0T0R3,Q5N502,2.9e-28,101.3,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13736,A0T0R3,B7JW32,4.2e-28,100.8,Rippkaea orientalis (strain PCC 8801)
13737,A0T0R3,A5GLA2,6.200000000000001e-28,100.2,Synechococcus sp. (strain WH7803)
13738,A0T0R3,Q9MUP5,1e-27,99.5,Mesostigma viride
13739,A0T0R3,Q7V7K4,1.4e-27,99.1,Prochlorococcus marinus (strain MIT 9313)
13740,A0T0R3,Q3MDJ2,3.3e-27,98.0,Trichormus variabilis ATCC 29413
13741,A0T0R3,Q8YNV9,3.3e-27,98.0,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13742,A0T0R3,B7KBE3,3.4000000000000004e-27,97.9,Gloeothece citriformis (strain PCC 7424)
13743,A0T0N2,P49510,1.1999999999999999e-90,306.2,Trieres chinensis
13744,A0T0N2,A0T0C6,1.5e-89,302.7,Phaeodactylum tricornutum (strain CCAP 1055/1)
13745,A0T0N2,P51199,4.8000000000000006e-74,252.3,Porphyra purpurea
13746,A0T0N2,Q8WKF2,3e-72,246.5,Pyropia yezoensis
13747,A0T0N2,Q6B942,3.9e-69,236.4,Gracilaria tenuistipitata var. liui
13748,A0T0N2,P48263,8.6e-67,228.8,Cyanophora paradoxa
13749,A0T0N2,Q3M9H7,7.2e-66,225.8,Trichormus variabilis ATCC 29413
13750,A0T0N2,B2IVD8,1.3e-65,224.9,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13751,A0T0N2,Q76FB0,1.2e-58,202.3,Cyanidium caldarium
13752,A0T0N2,Q5N095,2.7000000000000002e-58,201.1,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1)
13753,A0T0N2,Q31LM9,2.7000000000000002e-58,201.1,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
13754,A0T0N2,Q85FS3,2.3e-57,198.2,Cyanidioschyzon merolae (strain 10D)
13755,A0T0N2,P0A386,1.5999999999999999e-55,192.1,Thermosynechococcus elongatus (strain BP-1)
13756,A0T0N2,P0A387,1.5999999999999999e-55,192.1,Thermosynechococcus vulcanus
13757,B4PF83,B4IUG3,2.8e-260,867.3,Drosophila yakuba
13758,B4PF83,B3NIL9,6.6e-254,846.4,Drosophila erecta
13759,B4PF83,B0WAU6,6.5e-197,658.9,Culex quinquefasciatus
13760,B4PF83,Q6GQ48,6.6e-163,547.0,Xenopus laevis
13761,Q46KZ6,Q0IAH8,4.9e-39,135.9,Synechococcus sp. (strain CC9311)
13762,Q46KZ6,Q7U6W1,4.9e-39,135.9,Synechococcus sp. (strain WH8102)
13763,Q46KZ6,B1X3I0,4.9e-39,135.9,Paulinella chromatophora
13764,Q46KZ6,Q3AVJ4,4.9e-39,135.9,Synechococcus sp. CC9902
13765,Q46KZ6,Q3AJZ1,4.9e-39,135.9,Synechococcus sp. CC9605
13766,P18847,Q2KII1,7.8e-110,369.0,Bos taurus
13767,P18847,P18625,1.5e-17,69.0,Gallus gallus
13768,P08450,B2J059,1.1e-157,528.6,Nostoc punctiforme (strain ATCC 29133 / PCC 73102)
13769,P08450,P12408,1.3e-156,525.0,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)
13770,P08450,Q3M9W1,2e-156,524.4,Trichormus variabilis ATCC 29413
13771,P08450,B8HPK2,8.3e-154,515.8,Cyanothece sp. (strain PCC 7425 / ATCC 29141)
13772,P08450,B0BZL3,1.2e-146,492.3,Acaryochloris marina (strain MBIC 11017)
13773,P08450,B1XHY7,3.6e-142,477.6,Synechococcus sp. PCC 7002
13774,P08450,B1WUI3,1.5999999999999998e-141,475.5,Crocosphaera subtropica (strain ATCC 51142 / BH68)
13775,P08450,B0JWV2,1.8e-139,468.8,Microcystis aeruginosa (strain NIES-843)
13776,P08450,P17253,8.399999999999999e-139,466.6,Synechocystis sp. (strain PCC 6803 / Kazusa)
13777,P08450,Q2JIG1,3.2e-135,454.9,Synechococcus sp. (strain JA-2-3B'a(2-13))
13778,P08450,Q2JSW2,1.1e-134,453.1,Synechococcus sp. (strain JA-3-3Ab)
13779,P08450,P50006,2.6e-131,442.0,Arthrospira platensis
13780,P0AFB6,P0AFB7,3.1e-228,761.5,Shigella flexneri
13781,P0AFB6,P0AFB5,3.1e-228,761.5,Escherichia coli (strain K12)
13782,P0AFB6,P06218,1.7e-213,713.1,Klebsiella oxytoca
13783,P0AFB6,P0A2D9,4.5e-213,711.7,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
13784,P0AFB6,P0A2E0,4.5e-213,711.7,Salmonella typhi
13785,P0AFB6,P19906,9.8e-130,437.8,Vibrio alginolyticus
13786,Q8IW45,Q5R824,1.5e-204,683.3,Pongo abelii
13787,Q8IW45,E2QUI9,3.9e-184,616.2,Canis lupus familiaris
13788,Q8IW45,Q9CZ42,4.1e-184,616.1,Mus musculus
13789,Q8IW45,D4AAT7,1.1e-183,614.7,Rattus norvegicus
13790,Q8IW45,E1BNQ4,4.7e-174,583.1,Bos taurus
13791,Q8IW45,E3XDZ8,1.6e-87,298.6,Anopheles darlingi
13792,Q8IW45,Q17NP0,9e-84,286.3,Aedes aegypti
13793,Q8IW45,F6HDM2,1.8e-78,268.9,Vitis vinifera
