Hit,Protein1,Protein2,E,Score,Organism,concat1,concat2
35455,Q5NVF9,Q58405,3.6e-130,439.8,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),Q5NVF9Q58405,Q58405Q5NVF9
35456,Q5NVF9,O57762,1.2e-129,438.0,Pyrococcus horikoshii OT3,Q5NVF9O57762,O57762Q5NVF9
35457,P56316,A6YG68,8.2e-151,506.3,Pleurastrum terricola,P56316A6YG68,A6YG68P56316
35458,P56316,Q1KVS1,8.7e-151,506.2,Tetradesmus obliquus,P56316Q1KVS1,Q1KVS1P56316
35459,P56316,Q3ZJ66,5.8e-146,490.4,Tupiella akineta,P56316Q3ZJ66,Q3ZJ66P56316
35460,P56316,Q20EX6,2.9e-145,488.1,Oltmannsiellopsis viridis,P56316Q20EX6,Q20EX6P56316
35461,P56316,Q6YXL3,1.6e-143,482.4,Physcomitrium patens,P56316Q6YXL3,Q6YXL3P56316
35462,P56316,A2T346,6e-143,480.5,Angiopteris evecta,P56316A2T346,A2T346P56316
35463,P56316,Q32RX2,6.1e-143,480.5,Staurastrum punctulatum,P56316Q32RX2,Q32RX2P56316
35464,P56316,Q6EW40,1.9999999999999997e-142,478.8,Nymphaea alba,P56316Q6EW40,Q6EW40P56316
35465,P56316,P06246,2.9e-142,478.3,Marchantia polymorpha,P56316P06246,P06246P56316
35466,P56316,Q19V68,4.5e-142,477.6,Chlorokybus atmophyticus,P56316Q19V68,Q19V68P56316
35467,P56316,A8SEB6,1.5e-141,476.0,Ceratophyllum demersum,P56316A8SEB6,A8SEB6P56316
35468,P56316,A0A348,1.4e-140,472.7,Coffea arabica,P56316A0A348,A0A348P56316
35469,P56316,Q09G33,1.7e-140,472.4,Platanus occidentalis,P56316Q09G33,Q09G33P56316
35470,P56316,Q06GY4,1.9e-140,472.3,Drimys granadensis,P56316Q06GY4,Q06GY4P56316
35471,P56316,A6MM49,3.7e-140,471.4,Buxus microphylla,P56316A6MM49,A6MM49P56316
35472,P56316,Q3V522,4e-140,471.2,Acorus calamus,P56316Q3V522,Q3V522P56316
35473,P56316,Q0P3K3,4.2e-140,471.2,Ostreococcus tauri,P56316Q0P3K3,Q0P3K3P56316
35474,O96801,P49488,9.999999999999999e-143,478.2,Trieres chinensis,O96801P49488,P49488O96801
35475,O96801,A0T0B8,1.2e-138,464.9,Phaeodactylum tricornutum (strain CCAP 1055/1),O96801A0T0B8,A0T0B8O96801
35476,O96801,O78416,3.5e-128,430.7,Guillardia theta,O96801O78416,O78416O96801
35477,O96801,Q9TL31,1.5999999999999999e-127,428.5,Nephroselmis olivacea,O96801Q9TL31,Q9TL31O96801
35478,O96801,P56321,1.9e-126,425.0,Chlorella vulgaris,O96801P56321,P56321O96801
35479,O96801,Q71KN3,1.1e-125,422.6,Klebsormidium bilatum,O96801Q71KN3,Q71KN3O96801
35480,O96801,Q6YXN2,1.1e-125,422.5,Physcomitrium patens,O96801Q6YXN2,Q6YXN2O96801
35481,O96801,P06248,1.6000000000000002e-125,421.9,Marchantia polymorpha,O96801P06248,P06248O96801
35482,O96801,Q71KQ6,1.8e-125,421.8,Coleochaete orbicularis,O96801Q71KQ6,Q71KQ6O96801
35483,O96801,Q85A24,5.500000000000001e-125,420.2,Anthoceros angustus,O96801Q85A24,Q85A24O96801
35484,O96801,Q4G3F8,8.300000000000001e-125,419.6,Emiliania huxleyi,O96801Q4G3F8,Q4G3F8O96801
35485,O96801,P00165,8.9e-125,419.5,Spinacia oleracea,O96801P00165,P00165O96801
35486,O96801,Q6B903,1.2000000000000002e-124,419.1,Gracilaria tenuistipitata var. liui,O96801Q6B903,Q6B903O96801
35487,O96801,Q8WHZ3,1.3000000000000002e-124,419.0,Psilotum nudum,O96801Q8WHZ3,Q8WHZ3O96801
35488,O96801,Q71KP4,1.3000000000000002e-124,419.0,Spirogyra maxima,O96801Q71KP4,Q71KP4O96801
35489,O96801,Q06SE1,1.7e-124,418.6,Stigeoclonium helveticum,O96801Q06SE1,Q06SE1O96801
35490,O96801,B2Y1Y9,1.7e-124,418.6,Welwitschia mirabilis,O96801B2Y1Y9,B2Y1Y9O96801
35491,O96801,Q09ME7,1.9e-124,418.5,Citrus sinensis,O96801Q09ME7,Q09ME7O96801
35492,Q41094,Q41093,1.1e-117,395.5,Phaeodactylum tricornutum,Q41094Q41093,Q41093Q41094
35493,Q41094,Q08585,7e-104,350.5,Phaeodactylum tricornutum,Q41094Q08585,Q08585Q41094
35494,Q41094,Q08587,1.6e-96,326.5,Phaeodactylum tricornutum,Q41094Q08587,Q08587Q41094
35495,Q41094,Q08586,1.6999999999999998e-96,326.4,Phaeodactylum tricornutum,Q41094Q08586,Q08586Q41094
35496,Q41094,Q42395,1.2e-83,284.5,Trieres chinensis,Q41094Q42395,Q42395Q41094
35497,Q41094,Q40296,1.1e-64,222.7,Macrocystis pyrifera,Q41094Q40296,Q40296Q41094
35498,Q41094,Q40300,2.4e-62,215.1,Macrocystis pyrifera,Q41094Q40300,Q40300Q41094
35499,Q41094,Q40298,7.4e-61,210.2,Macrocystis pyrifera,Q41094Q40298,Q40298Q41094
35500,Q41094,Q40299,3.3000000000000004e-60,208.1,Macrocystis pyrifera,Q41094Q40299,Q40299Q41094
35501,Q41094,P08976,3.9e-23,87.3,Euglena gracilis,Q41094P08976,P08976Q41094
35502,Q41094,P55738,4e-19,74.2,Amphidinium carterae,Q41094P55738,P55738Q41094
35503,Q41094,Q39709,4.8e-16,64.2,Isochrysis galbana,Q41094Q39709,Q39709Q41094
35504,Q41094,A0A4Y1YQ38,4.5e-14,57.7,Chattonella marina var. antiqua,Q41094A0A4Y1YQ38,A0A4Y1YQ38Q41094
35505,Q41094,Q9SDM1,3.4e-12,51.6,Hordeum vulgare,Q41094Q9SDM1,Q9SDM1Q41094
35506,Q41094,Q03965,3.5e-11,48.3,Chlamydomonas moewusii,Q41094Q03965,Q03965Q41094
35507,Q41094,P12360,4.6e-10,44.7,Solanum lycopersicum,Q41094P12360,P12360Q41094
35508,A2BYL1,Q7V006,0.0,2472.3,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4),A2BYL1Q7V006,Q7V006A2BYL1
35509,A2BYL1,A3PEX4,0.0,2440.4,Prochlorococcus marinus (strain MIT 9301),A2BYL1A3PEX4,A3PEX4A2BYL1
35510,A2BYL1,A8G6Y6,0.0,2435.9,Prochlorococcus marinus (strain MIT 9215),A2BYL1A8G6Y6,A8G6Y6A2BYL1
35511,A2BYL1,A2BT61,0.0,2430.6,Prochlorococcus marinus (strain AS9601),A2BYL1A2BT61,A2BT61A2BYL1
35512,A2BYL1,Q318Q7,0.0,2421.0,Prochlorococcus marinus (strain MIT 9312),A2BYL1Q318Q7,Q318Q7A2BYL1
35513,A2BYL1,A9BCH6,0.0,2349.3,Prochlorococcus marinus (strain MIT 9211),A2BYL1A9BCH6,A9BCH6A2BYL1
35514,A2BYL1,A5GNH3,0.0,2347.4,Synechococcus sp. (strain WH7803),A2BYL1A5GNH3,A5GNH3A2BYL1
35515,A2BYL1,Q7VA29,0.0,2345.2,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),A2BYL1Q7VA29,Q7VA29A2BYL1
35516,A2BYL1,Q0I7L7,0.0,2342.2,Synechococcus sp. (strain CC9311),A2BYL1Q0I7L7,Q0I7L7A2BYL1
35517,A2BYL1,Q3AHX5,0.0,2332.3,Synechococcus sp. CC9605,A2BYL1Q3AHX5,Q3AHX5A2BYL1
35518,A2BYL1,A2C4N2,0.0,2328.8,Prochlorococcus marinus (strain NATL1A),A2BYL1A2C4N2,A2C4N2A2BYL1
35519,A2BYL1,A2C6S8,0.0,2326.8,Prochlorococcus marinus str. MIT 9303,A2BYL1A2C6S8,A2C6S8A2BYL1
35520,A2BYL1,Q7V5P1,0.0,2325.7,Prochlorococcus marinus (strain MIT 9313),A2BYL1Q7V5P1,Q7V5P1A2BYL1
35521,A2BYL1,Q3AZA4,0.0,2324.7,Synechococcus sp. CC9902,A2BYL1Q3AZA4,Q3AZA4A2BYL1
35522,A2BYL1,Q7U8K4,0.0,2318.3,Synechococcus sp. (strain WH8102),A2BYL1Q7U8K4,Q7U8K4A2BYL1
35523,A2BYL1,A5GVF3,0.0,2256.0,Synechococcus sp. (strain RCC307),A2BYL1A5GVF3,A5GVF3A2BYL1
35524,A2BYL1,Q31N17,0.0,1981.3,Synechococcus elongatus (strain PCC 7942 / FACHB-805),A2BYL1Q31N17,Q31N17A2BYL1
35525,A2BYL1,Q5MZ23,0.0,1975.4,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),A2BYL1Q5MZ23,Q5MZ23A2BYL1
35526,A0T0A3,P49473,7.6e-54,184.1,Trieres chinensis,A0T0A3P49473,P49473A0T0A3
35527,A0T0A3,Q6B8K4,8.6e-53,180.7,Gracilaria tenuistipitata var. liui,A0T0A3Q6B8K4,Q6B8K4A0T0A3
35528,A0T0A3,Q1XD96,4.4e-52,178.4,Pyropia yezoensis,A0T0A3Q1XD96,Q1XD96A0T0A3
35529,A0T0A3,P51391,4.4e-52,178.4,Porphyra purpurea,A0T0A3P51391,P51391A0T0A3
35530,A0T0A3,O78466,5.4e-52,178.1,Guillardia theta,A0T0A3O78466,O78466A0T0A3
35531,A0T0A3,Q85FQ2,3.7e-48,165.9,Cyanidioschyzon merolae (strain 10D),A0T0A3Q85FQ2,Q85FQ2A0T0A3
35532,A0T0A3,Q9TM20,5.4e-48,165.4,Cyanidium caldarium,A0T0A3Q9TM20,Q9TM20A0T0A3
35533,A0T0A3,Q5N556,2.2e-43,150.7,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),A0T0A3Q5N556,Q5N556A0T0A3
35534,A0T0A3,Q8KPP3,2.2e-43,150.7,Synechococcus elongatus (strain PCC 7942 / FACHB-805),A0T0A3Q8KPP3,Q8KPP3A0T0A3
35535,A0T0A3,Q10YT0,6.699999999999999e-43,149.1,Trichodesmium erythraeum (strain IMS101),A0T0A3Q10YT0,Q10YT0A0T0A3
35536,A0T0A3,Q9TKY1,1.4e-42,148.1,Nephroselmis olivacea,A0T0A3Q9TKY1,Q9TKY1A0T0A3
35537,A0T0A3,Q0P3N6,2.2e-42,147.5,Ostreococcus tauri,A0T0A3Q0P3N6,Q0P3N6A0T0A3
35538,A0T0A3,Q1ACI7,2.9e-42,147.1,Chara vulgaris,A0T0A3Q1ACI7,Q1ACI7A0T0A3
35539,A0T0A3,Q8M9W8,5.5e-42,146.2,Chaetosphaeridium globosum,A0T0A3Q8M9W8,Q8M9W8A0T0A3
35540,A0T0A3,B0JLV1,1.3e-41,145.0,Microcystis aeruginosa (strain NIES-843),A0T0A3B0JLV1,B0JLV1A0T0A3
35541,A0T0A3,Q3MC09,3.8e-41,143.6,Trichormus variabilis ATCC 29413,A0T0A3Q3MC09,Q3MC09A0T0A3
35542,Q06FK8,Q68RY8,4.9e-13,50.9,Panax ginseng,Q06FK8Q68RY8,Q68RY8Q06FK8
35543,Q06FK8,Q5K3S1,5.9e-13,50.6,Potentilla anserina,Q06FK8Q5K3S1,Q5K3S1Q06FK8
35544,Q06FK8,Q2UVE0,5.9e-13,50.6,Nicotiana glutinosa,Q06FK8Q2UVE0,Q2UVE0Q06FK8
35545,Q06FK8,Q33C14,5.9e-13,50.6,Nicotiana tomentosiformis,Q06FK8Q33C14,Q33C14Q06FK8
35546,Q06FK8,P69401,5.9e-13,50.6,Nicotiana tabacum,Q06FK8P69401,P69401Q06FK8
35547,Q06FK8,Q5K3S7,5.9e-13,50.6,Hamamelis virginiana,Q06FK8Q5K3S7,Q5K3S7Q06FK8
35548,Q06FK8,Q2MIG9,5.9e-13,50.6,Solanum bulbocastanum,Q06FK8Q2MIG9,Q2MIG9Q06FK8
35549,Q06FK8,P69402,5.9e-13,50.6,Atropa belladonna,Q06FK8P69402,P69402Q06FK8
35550,Q06FK8,Q3C1L1,5.9e-13,50.6,Nicotiana sylvestris,Q06FK8Q3C1L1,Q3C1L1Q06FK8
35551,Q06FK8,Q2MI82,5.9e-13,50.6,Solanum lycopersicum,Q06FK8Q2MI82,Q2MI82Q06FK8
35552,Q06FK8,Q332W0,7.6e-13,50.3,Lactuca sativa,Q06FK8Q332W0,Q332W0Q06FK8
35553,Q06FK8,Q06RB4,9.4e-13,50.0,Jasminum nudiflorum,Q06FK8Q06RB4,Q06RB4Q06FK8
35554,Q06FK8,A0A353,1.2e-12,49.8,Coffea arabica,Q06FK8A0A353,A0A353Q06FK8
35555,Q06FK8,Q5K3T8,1.3e-12,49.6,Bistorta officinalis,Q06FK8Q5K3T8,Q5K3T8Q06FK8
35556,Q06FK8,Q5K3T5,1.3e-12,49.6,Phytolacca americana,Q06FK8Q5K3T5,Q5K3T5Q06FK8
35557,Q06FK8,A4QJL7,1.3e-12,49.6,Aethionema grandiflorum,Q06FK8A4QJL7,A4QJL7Q06FK8
35558,Q06FK8,Q2L924,1.8e-12,49.2,Gossypium hirsutum,Q06FK8Q2L924,Q2L924Q06FK8
35559,Q06FK8,Q09G28,1.8e-12,49.2,Platanus occidentalis,Q06FK8Q09G28,Q09G28Q06FK8
35560,Q06FK8,A0ZZ53,1.8e-12,49.2,Gossypium barbadense,Q06FK8A0ZZ53,A0ZZ53Q06FK8
35561,P49546,A0T0H9,1.6e-99,336.4,Phaeodactylum tricornutum (strain CCAP 1055/1),P49546A0T0H9,A0T0H9P49546
35562,P49546,A0T0X3,3.1e-91,309.3,Thalassiosira pseudonana,P49546A0T0X3,A0T0X3P49546
35563,P49546,Q1XDH5,1.3e-61,212.5,Pyropia yezoensis,P49546Q1XDH5,Q1XDH5P49546
35564,P49546,P51313,3.7e-61,211.1,Porphyra purpurea,P49546P51313,P51313P49546
35565,P49546,B0C1D4,5.5e-59,204.0,Acaryochloris marina (strain MBIC 11017),P49546B0C1D4,B0C1D4P49546
35566,P49546,Q3MFC0,4.2e-56,194.6,Trichormus variabilis ATCC 29413,P49546Q3MFC0,Q3MFC0P49546
35567,P49546,B7KHY8,1e-55,193.4,Gloeothece citriformis (strain PCC 7424),P49546B7KHY8,B7KHY8P49546
35568,P49546,Q8YPI0,1.4e-55,192.9,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),P49546Q8YPI0,Q8YPI0P49546
35569,P49546,B8HMQ5,1.7e-55,192.7,Cyanothece sp. (strain PCC 7425 / ATCC 29141),P49546B8HMQ5,B8HMQ5P49546
35570,P49546,B7K334,1.7e-55,192.6,Rippkaea orientalis (strain PCC 8801),P49546B7K334,B7K334P49546
35571,P49546,B2ITQ4,1.1e-54,189.9,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),P49546B2ITQ4,B2ITQ4P49546
35572,P49546,Q8DMN0,5.4e-54,187.7,Thermosynechococcus elongatus (strain BP-1),P49546Q8DMN0,Q8DMN0P49546
35573,P49546,O24690,5.6e-54,187.7,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),P49546O24690,O24690P49546
35574,P49546,Q31L08,5.6e-54,187.7,Synechococcus elongatus (strain PCC 7942 / FACHB-805),P49546Q31L08,Q31L08P49546
35575,P49546,Q110A8,7.6e-54,187.2,Trichodesmium erythraeum (strain IMS101),P49546Q110A8,Q110A8P49546
35576,P49546,B0JI02,2e-51,179.3,Microcystis aeruginosa (strain NIES-843),P49546B0JI02,B0JI02P49546
35577,P49546,Q46IR0,2.9e-51,178.8,Prochlorococcus marinus (strain NATL2A),P49546Q46IR0,Q46IR0P49546
35578,P49546,Q6B8V4,1.8e-50,176.2,Gracilaria tenuistipitata var. liui,P49546Q6B8V4,Q6B8V4P49546
35579,P49546,Q9TLT3,7.7e-50,174.2,Cyanidium caldarium,P49546Q9TLT3,Q9TLT3P49546
35580,Q31QV2,P31085,8.3e-54,183.9,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),Q31QV2P31085,P31085Q31QV2
35581,Q31QV2,P31087,2.1e-53,182.6,Synechococcus sp. PCC 7002,Q31QV2P31087,P31087Q31QV2
35582,Q31QV2,A5GQ77,1.4e-52,180.0,Synechococcus sp. (strain RCC307),Q31QV2A5GQ77,A5GQ77Q31QV2
35583,Q31QV2,B7KFK8,1.7e-52,179.8,Gloeothece citriformis (strain PCC 7424),Q31QV2B7KFK8,B7KFK8Q31QV2
35584,Q31QV2,P32422,1.7e-52,179.8,Synechocystis sp. (strain PCC 6803 / Kazusa),Q31QV2P32422,P32422Q31QV2
35585,Q31QV2,Q7V9R1,2.1e-52,179.4,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),Q31QV2Q7V9R1,Q7V9R1Q31QV2
35586,Q31QV2,B0JJ37,2.2e-52,179.4,Microcystis aeruginosa (strain NIES-843),Q31QV2B0JJ37,B0JJ37Q31QV2
35587,Q31QV2,P0A418,4e-52,178.5,Synechococcus sp. (strain WH8102),Q31QV2P0A418,P0A418Q31QV2
35588,Q31QV2,Q3ANC9,4e-52,178.5,Synechococcus sp. CC9605,Q31QV2Q3ANC9,Q3ANC9Q31QV2
35589,Q31QV2,P0A419,4e-52,178.5,Synechococcus sp. (strain WH8103),Q31QV2P0A419,P0A419Q31QV2
35590,Q31QV2,Q3B0I2,4e-52,178.5,Synechococcus sp. CC9902,Q31QV2Q3B0I2,Q3B0I2Q31QV2
35591,Q31QV2,B1WYT0,5.2e-52,178.2,Crocosphaera subtropica (strain ATCC 51142 / BH68),Q31QV2B1WYT0,B1WYT0Q31QV2
35592,Q31QV2,B7K3K1,5.5e-52,178.1,Rippkaea orientalis (strain PCC 8801),Q31QV2B7K3K1,B7K3K1Q31QV2
35593,Q31QV2,P0A416,1.1e-51,177.2,Synechococcus elongatus,Q31QV2P0A416,P0A416Q31QV2
35594,Q31QV2,P0A415,1.1e-51,177.2,Thermosynechococcus elongatus (strain BP-1),Q31QV2P0A415,P0A415Q31QV2
35595,B7K818,B7K110,0.0,1756.9,Rippkaea orientalis (strain PCC 8801),B7K818B7K110,B7K110B7K818
35596,B7K818,B1X0K6,0.0,1743.8,Crocosphaera subtropica (strain ATCC 51142 / BH68),B7K818B1X0K6,B1X0K6B7K818
35597,B7K818,B0JLJ4,0.0,1737.9,Microcystis aeruginosa (strain NIES-843),B7K818B0JLJ4,B0JLJ4B7K818
35598,B7K818,Q55709,0.0,1688.4,Synechocystis sp. (strain PCC 6803 / Kazusa),B7K818Q55709,Q55709B7K818
35599,B7K818,B1XL02,0.0,1631.9,Synechococcus sp. PCC 7002,B7K818B1XL02,B1XL02B7K818
35600,B7K818,Q10VW7,0.0,1568.3,Trichodesmium erythraeum (strain IMS101),B7K818Q10VW7,Q10VW7B7K818
35601,B7K818,B2IUA9,0.0,1563.3,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),B7K818B2IUA9,B2IUA9B7K818
35602,B7K818,Q3MB92,0.0,1560.6,Trichormus variabilis ATCC 29413,B7K818Q3MB92,Q3MB92B7K818
35603,B7K818,Q8YMS8,0.0,1557.5,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),B7K818Q8YMS8,Q8YMS8B7K818
35604,B7K818,B8HSJ5,0.0,1552.1,Cyanothece sp. (strain PCC 7425 / ATCC 29141),B7K818B8HSJ5,B8HSJ5B7K818
35605,B7K818,Q8DHU4,0.0,1541.8,Thermosynechococcus elongatus (strain BP-1),B7K818Q8DHU4,Q8DHU4B7K818
35606,B7K818,Q5N2Q7,0.0,1537.5,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),B7K818Q5N2Q7,Q5N2Q7B7K818
35607,B7K818,Q55357,0.0,1537.5,Synechococcus elongatus (strain PCC 7942 / FACHB-805),B7K818Q55357,Q55357B7K818
35608,B7K818,B0C1V9,0.0,1514.4,Acaryochloris marina (strain MBIC 11017),B7K818B0C1V9,B0C1V9B7K818
35609,B7K818,A5GQ30,0.0,1456.0,Synechococcus sp. (strain RCC307),B7K818A5GQ30,A5GQ30B7K818
35610,B7K818,Q3ANH2,0.0,1442.8,Synechococcus sp. CC9605,B7K818Q3ANH2,Q3ANH2B7K818
35611,B7K818,Q7UA15,0.0,1435.1,Synechococcus sp. (strain WH8102),B7K818Q7UA15,Q7UA15B7K818
35612,B7K818,Q3B0N0,0.0,1433.1,Synechococcus sp. CC9902,B7K818Q3B0N0,Q3B0N0B7K818
35613,B7K818,Q7V975,0.0,1431.0,Prochlorococcus marinus (strain MIT 9313),B7K818Q7V975,Q7V975B7K818
35614,Q19VA9,Q9MUU0,2.5e-54,185.8,Mesostigma viride,Q19VA9Q9MUU0,Q9MUU0Q19VA9
35615,Q19VA9,Q8M9U8,3.3e-50,172.7,Chaetosphaeridium globosum,Q19VA9Q8M9U8,Q8M9U8Q19VA9
35616,Q19VA9,O98453,3.7e-50,172.5,Spirogyra maxima,Q19VA9O98453,O98453Q19VA9
35617,Q19VA9,Q20F11,9.6e-50,171.2,Oltmannsiellopsis viridis,Q19VA9Q20F11,Q20F11Q19VA9
35618,Q19VA9,Q0P3L8,9.1e-49,168.1,Ostreococcus tauri,Q19VA9Q0P3L8,Q0P3L8Q19VA9
35619,Q19VA9,Q6YXK6,1.5e-48,167.4,Physcomitrium patens,Q19VA9Q6YXK6,Q6YXK6Q19VA9
35620,Q19VA9,Q32RV6,3.2000000000000004e-48,166.4,Staurastrum punctulatum,Q19VA9Q32RV6,Q32RV6Q19VA9
35621,Q19VA9,P06377,4.2e-48,166.0,Marchantia polymorpha,Q19VA9P06377,P06377Q19VA9
35622,Q19VA9,Q1KVT8,1.6999999999999996e-47,164.0,Tetradesmus obliquus,Q19VA9Q1KVT8,Q1KVT8Q19VA9
35623,Q19VA9,P56366,2.3e-47,163.6,Chlorella vulgaris,Q19VA9P56366,P56366Q19VA9
35624,Q19VA9,B7KHZ1,6.2e-47,162.2,Gloeothece citriformis (strain PCC 7424),Q19VA9B7KHZ1,B7KHZ1Q19VA9
35625,Q19VA9,Q1ACF7,8.2e-47,161.8,Chara vulgaris,Q19VA9Q1ACF7,Q1ACF7Q19VA9
35626,Q19VA9,Q5SD12,1.1999999999999999e-46,161.3,Huperzia lucidula,Q19VA9Q5SD12,Q5SD12Q19VA9
35627,Q19VA9,A6YGC5,1.7e-46,160.8,Pleurastrum terricola,Q19VA9A6YGC5,A6YGC5Q19VA9
35628,Q19VA9,P59776,4e-46,159.6,Chlamydomonas reinhardtii,Q19VA9P59776,P59776Q19VA9
35629,Q19VA9,P15761,4.9e-46,159.4,Cyanophora paradoxa,Q19VA9P15761,P15761Q19VA9
35630,Q19VA9,B8HMQ8,5.5e-46,159.2,Cyanothece sp. (strain PCC 7425 / ATCC 29141),Q19VA9B8HMQ8,B8HMQ8Q19VA9
35631,Q19VA9,Q110B1,5.6999999999999995e-46,159.1,Trichodesmium erythraeum (strain IMS101),Q19VA9Q110B1,Q110B1Q19VA9
35632,Q19VA9,Q8YPI3,6.5e-46,159.0,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Q19VA9Q8YPI3,Q8YPI3Q19VA9
35633,B7K735,Q2QP54,6.2e-165,552.3,Oryza sativa subsp. japonica,B7K735Q2QP54,Q2QP54B7K735
35634,B7K735,Q9SZD6,1.4000000000000002e-161,541.3,Arabidopsis thaliana,B7K735Q9SZD6,Q9SZD6B7K735
35635,B7K735,A8J637,1.4e-152,511.8,Chlamydomonas reinhardtii,B7K735A8J637,A8J637B7K735
35636,B7K735,Q8YMY3,9.9e-118,397.6,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),B7K735Q8YMY3,Q8YMY3B7K735
35637,B7K735,Q3MBF4,1.4e-117,397.1,Trichormus variabilis ATCC 29413,B7K735Q3MBF4,Q3MBF4B7K735
35638,B7K735,B2J6U8,6.7e-115,388.3,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),B7K735B2J6U8,B2J6U8B7K735
35639,B7K735,B1XQQ0,1.2e-111,377.6,Synechococcus sp. PCC 7002,B7K735B1XQQ0,B1XQQ0B7K735
35640,B7K735,P74070,5.4e-109,368.9,Synechocystis sp. (strain PCC 6803 / Kazusa),B7K735P74070,P74070B7K735
35641,B7K735,B0JTL3,1.2e-108,367.8,Microcystis aeruginosa (strain NIES-843),B7K735B0JTL3,B0JTL3B7K735
35642,B7K735,Q31K58,2.3e-107,363.6,Synechococcus elongatus (strain PCC 7942 / FACHB-805),B7K735Q31K58,Q31K58B7K735
35643,B7K735,Q5N1Q1,2.3e-107,363.6,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),B7K735Q5N1Q1,Q5N1Q1B7K735
35644,B7K735,B8HXK3,1.3e-104,354.5,Cyanothece sp. (strain PCC 7425 / ATCC 29141),B7K735B8HXK3,B8HXK3B7K735
35645,B7K735,Q116Q3,2.3e-104,353.8,Trichodesmium erythraeum (strain IMS101),B7K735Q116Q3,Q116Q3B7K735
35646,B7K735,Q2JQK3,5.3e-104,352.6,Synechococcus sp. (strain JA-3-3Ab),B7K735Q2JQK3,Q2JQK3B7K735
35647,B7K735,Q2JLB2,1.4e-100,341.3,Synechococcus sp. (strain JA-2-3B'a(2-13)),B7K735Q2JLB2,Q2JLB2B7K735
35648,B7K735,Q7VCB5,1.5e-100,341.2,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120),B7K735Q7VCB5,Q7VCB5B7K735
35649,B7K735,A2BW76,4.6e-100,339.7,Prochlorococcus marinus str. MIT 9515,B7K735A2BW76,A2BW76B7K735
35650,O78482,A6MVX1,2.1e-127,427.7,Rhodomonas salina,O78482A6MVX1,A6MVX1O78482
35651,O78482,P51249,2.1e-113,382.0,Porphyra purpurea,O78482P51249,P51249O78482
35652,O78482,Q1XDN8,8e-113,380.1,Pyropia yezoensis,O78482Q1XDN8,Q1XDN8O78482
35653,O78482,Q6B8R5,1.3999999999999999e-112,379.3,Gracilaria tenuistipitata var. liui,O78482Q6B8R5,Q6B8R5O78482
35654,O78482,Q4G3A3,6.5e-109,367.3,Emiliania huxleyi,O78482Q4G3A3,Q4G3A3O78482
35655,O78482,P48132,1.8e-108,365.9,Cyanophora paradoxa,O78482P48132,P48132O78482
35656,O78482,B8HXK4,9.2e-108,363.5,Cyanothece sp. (strain PCC 7425 / ATCC 29141),O78482B8HXK4,B8HXK4O78482
35657,O78482,B2J6U9,1.3e-107,363.0,Nostoc punctiforme (strain ATCC 29133 / PCC 73102),O78482B2J6U9,B2J6U9O78482
35658,O78482,Q3MBF3,5.7e-107,360.9,Trichormus variabilis ATCC 29413,O78482Q3MBF3,Q3MBF3O78482
35659,O78482,Q8YMY2,5.8e-107,360.9,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),O78482Q8YMY2,Q8YMY2O78482
35660,O78482,B7K4S8,6.6e-107,360.7,Rippkaea orientalis (strain PCC 8801),O78482B7K4S8,B7K4S8O78482
35661,O78482,B0C075,1.3999999999999998e-105,356.4,Acaryochloris marina (strain MBIC 11017),O78482B0C075,B0C075O78482
35662,O78482,B1XQQ1,1.6e-105,356.2,Synechococcus sp. PCC 7002,O78482B1XQQ1,B1XQQ1O78482
35663,O78482,Q116Q2,3.2e-105,355.2,Trichodesmium erythraeum (strain IMS101),O78482Q116Q2,Q116Q2O78482
35664,O78482,Q31K59,9.7e-105,353.6,Synechococcus elongatus (strain PCC 7942 / FACHB-805),O78482Q31K59,Q31K59O78482
35665,O78482,B0JTL2,4.3e-104,351.5,Microcystis aeruginosa (strain NIES-843),O78482B0JTL2,B0JTL2O78482
35666,O78482,Q5N1Q0,9.200000000000001e-104,350.4,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),O78482Q5N1Q0,Q5N1Q0O78482
